"","Suburb","Type","SellerG","Postcode","Bedroom","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Latitude","Longtitude","Price"
"167","Carnegie","h","Ray",3163,4,2,2,557,200,1938,-37.8955,145.0515,1450000
"168","Carnegie","h","hockingstuart",3163,3,2,2,557,200,1930,-37.89584,145.04741,1550000
"169","Carnegie","h","Ray",3163,4,2,2,615,193,1920,-37.8928,145.0531,1667000
"170","Carnegie","h","Jellis",3163,3,2,3,818,193,2011,-37.89877,145.05132,1400000
"171","Carnegie","h","Woodards",3163,3,2,2,282,182,2010,-37.8953,145.0567,1360000
"172","Carnegie","h","Ray",3163,4,2,2,627,181,1905,-37.89184,145.06056,1966000
"173","Carnegie","h","hockingstuart",3163,3,2,2,602,180,1970,-37.90248,145.05943,1570000
"174","Carnegie","h","Ray",3163,4,2,1,464,175,1930,-37.89086,145.06327,1700000
"175","Carnegie","h","Ray",3163,3,2,1,483,171,1920,-37.89204,145.06086,1840000
"176","Carnegie","u","Woodards",3163,3,1,2,0,170,1925,-37.8977,145.0493,1170000
"177","Carnegie","t","hockingstuart",3163,2,2,1,166,170,2009,-37.8982,145.0488,930000
"178","Carnegie","h","Gary",3163,3,2,1,371,167,1915,-37.8871,145.052,1490000
"179","Carnegie","h","Gary",3163,3,2,2,621,167,1940,-37.90262,145.05709,1450000
"180","Carnegie","h","hockingstuart",3163,3,1,2,425,166,1960,-37.8876,145.0502,1295000
"181","Carnegie","h","Ray",3163,3,2,2,603,166,1945,-37.9023,145.0568,1430000
"182","Carnegie","h","Gary",3163,3,2,2,430,161,1938,-37.90008,145.06187,1435000
"183","Carnegie","h","hockingstuart",3163,3,2,2,515,156,1930,-37.8924,145.0541,1200000
"184","Carnegie","h","Ray",3163,3,2,2,338,147,2011,-37.89235,145.04954,1508000
"185","Carnegie","t","Buxton",3163,3,1,2,277,135,1978,-37.8978,145.0624,860000
"186","Carnegie","h","hockingstuart",3163,4,2,2,757,133,1930,-37.8925,145.0541,1550000
"187","Carnegie","h","Eview",3163,3,1,2,184,133,1990,-37.90017,145.05812,1050000
"188","Carnegie","u","Woodards",3163,3,2,2,750,132,1984,-37.90092,145.04924,1275000
"189","Carnegie","u","Woodards",3163,3,2,1,300,130,1990,-37.8974,145.0539,1008000
"190","Carnegie","h","Woodards",3163,2,2,1,817,130,1925,-37.9007,145.047,1716000
"191","Carnegie","u","hockingstuart",3163,3,2,2,0,122,2008,-37.89622,145.06032,1042000
"192","Carnegie","h","Ray",3163,3,1,1,604,120,1925,-37.8993,145.0528,1125000
"193","Carnegie","t","Gary",3163,3,1,1,111,116,1998,-37.8889,145.0495,808000
"194","Carnegie","h","hockingstuart",3163,3,1,2,299,115,1930,-37.8973,145.053,967500
"195","Carnegie","u","Woodards",3163,3,2,1,259,115,1995,-37.89178,145.0539,1151000
"196","Carnegie","t","Gary",3163,3,2,1,1113,113,1990,-37.8972,145.0642,860000
"197","Carnegie","h","hockingstuart",3163,2,1,1,264,110,1930,-37.8864,145.0561,930000
"198","Carnegie","t","Gary",3163,3,2,1,0,107,1990,-37.8972,145.0642,675000
"199","Carnegie","t","Gary",3163,2,1,1,158,106,1994,-37.8886,145.052,855000
"200","Carnegie","t","Gary",3163,2,2,1,133,104,2009,-37.8911,145.0539,795000
"201","Carnegie","h","Jellis",3163,2,1,1,211,102,2002,-37.8856,145.0599,817500
"202","Carnegie","t","Woodards",3163,2,2,1,117,101,2007,-37.88592,145.04781,850000
"203","Carnegie","u","hockingstuart",3163,2,1,2,0,100,1973,-37.8863,145.066,772000
"204","Carnegie","u","hockingstuart",3163,3,1,2,1103,100,1987,-37.8958,145.0603,945000
"205","Carnegie","u","Buxton",3163,2,1,1,99,98,1965,-37.8946,145.0588,632500
"206","Carnegie","u","Ray",3163,3,1,2,0,96,1989,-37.897,145.0623,820000
"207","Carnegie","t","Ray",3163,2,1,1,144,96,2000,-37.892,145.0482,707000
"208","Carnegie","h","Gary",3163,2,1,1,0,90,1968,-37.8973,145.0625,675000
"209","Carnegie","u","hockingstuart",3163,2,2,1,0,86,1993,-37.9,145.0548,804000
"210","Carnegie","u","Thomson",3163,2,1,2,0,86,1975,-37.88415,145.0514,796000
"211","Carnegie","u","Thomson",3163,2,1,2,0,85,1970,-37.88368,145.0515,750000
"212","Carnegie","u","hockingstuart",3163,3,1,1,0,84,1965,-37.8866,145.0561,577000
"213","Carnegie","u","Property",3163,2,1,1,103,82,1970,-37.8873,145.0559,656000
"214","Carnegie","u","hockingstuart",3163,2,1,1,174,80,1975,-37.8978,145.062,650000
"215","Carnegie","u","Ray",3163,2,1,1,912,75,2008,-37.8936,145.056,468250
"216","Carnegie","u","Noel",3163,2,1,1,0,73,1980,-37.8981,145.0619,635000
"217","Carnegie","u","Woodards",3163,2,1,1,0,73,1970,-37.8897,145.0524,455000
"218","Carnegie","u","hockingstuart",3163,2,1,1,0,72,1970,-37.9003,145.06342,580010
"219","Carnegie","u","Matthew",3163,2,1,1,967,72,1970,-37.8843,145.0531,405000
"220","Carnegie","u","Anderson",3163,2,1,1,0,72,1970,-37.8999,145.0575,450000
"221","Carnegie","u","Woodards",3163,2,1,1,133,71,2011,-37.89,145.0559,588000
"222","Carnegie","u","Gary",3163,2,1,1,0,70,1970,-37.9032,145.0555,360000
"223","Carnegie","u","Woodards",3163,2,1,1,0,70,1973,-37.8956,145.0613,605000
"224","Carnegie","u","Marshall",3163,2,1,1,0,69,1970,-37.8912,145.0644,510000
"225","Carnegie","u","Ray",3163,2,1,1,2048,68,1960,-37.88642,145.05979,430000
"226","Carnegie","u","Thomson",3163,2,1,1,0,68,1950,-37.8959,145.0639,370000
"227","Carnegie","u","hockingstuart",3163,2,1,2,0,67,2009,-37.8893,145.0589,525000
"228","Carnegie","u","Australian",3163,2,1,1,108,67,1970,-37.8973,145.0596,585000
"229","Carnegie","u","hockingstuart",3163,2,1,1,0,64,1970,-37.8889,145.048,415000
"230","Carnegie","u","Woodards",3163,2,1,1,73,61,1970,-37.897,145.0593,6e+05
"231","Carnegie","u","Gary",3163,2,1,1,0,60,1980,-37.8986,145.0567,435000
"232","Carnegie","u","Ray",3163,2,1,1,0,56,1970,-37.8881,145.0558,465000
"233","Carnegie","u","Ray",3163,1,1,1,2048,55,1970,-37.88642,145.05979,381000
"234","Carnegie","u","hockingstuart",3163,1,1,1,0,53,1980,-37.8894,145.0508,350000
"235","Carnegie","u","Ray",3163,1,1,1,0,50,1960,-37.8858,145.0632,290000
"236","Carnegie","u","Woodards",3163,1,1,1,60,48,1970,-37.8965,145.0618,346000
"237","Carnegie","u","hockingstuart",3163,1,1,1,0,48,1960,-37.8887,145.048,365000
"238","Carnegie","u","Woodards",3163,1,1,1,0,46,1960,-37.8858,145.0632,305000
"239","Carnegie","u","Ray",3163,1,1,1,0,46,1960,-37.8944,145.0616,330000
"240","Carnegie","u","Gary",3163,1,1,1,314,45,1960,-37.90321,145.0555,286000
"241","Carnegie","h","Woodards",3163,4,2,2,751,40,1923,-37.8945,145.0648,1600000
"242","Carnegie","u","hockingstuart",3163,1,1,1,0,34,1960,-37.8982,145.0625,250000
"243","Carnegie","u","hockingstuart",3163,1,1,1,0,33,1970,-37.8888,145.0533,330000
"244","Caulfield","h","Rodney",3162,4,1,2,499,155,1920,-37.8864,145.0242,131000
"245","Caulfield","u","Gary",3162,2,1,1,0,100,1960,-37.8865,145.0302,722500
"246","Caulfield","u","McGrath",3162,2,2,1,0,99,2010,-37.88776,145.03364,650000
"247","Caulfield","u","Gary",3162,2,1,1,806,78,1960,-37.8852,145.024,550000
"248","Caulfield East","h","Gary",3145,5,2,1,521,208,1915,-37.8868,145.0462,1335000
"249","Caulfield East","h","Gary",3145,4,2,2,664,155,1900,-37.88376,145.04476,1609000
"250","Caulfield North","h","Marshall",3161,3,2,2,692,313,1955,-37.8629,145.019,1750000
"251","Caulfield North","h","Jellis",3161,4,2,3,361,237,2014,-37.8694,145.0296,2005000
"252","Caulfield North","h","Gary",3161,4,2,1,810,215,1915,-37.8698,145.0325,2170000
"253","Caulfield North","h","Marshall",3161,4,2,2,494,176,1900,-37.87206,145.03512,1925000
"254","Caulfield North","h","Gary",3161,3,1,0,270,139,1910,-37.868,145.0269,1400000
"255","Caulfield North","h","Marshall",3161,2,1,2,307,103,1900,-37.86906,145.01986,1417500
"256","Caulfield North","u","Woodards",3161,2,1,1,0,93,1970,-37.86827,145.02113,665000
"257","Caulfield North","u","Greg",3161,2,1,1,816,88,2007,-37.86068,145.01121,610000
"258","Caulfield North","u","Gary",3161,2,2,1,0,85,2011,-37.8607,145.0116,742500
"259","Caulfield North","u","Gary",3161,2,1,1,771,82,1960,-37.8686,145.0239,536000
"260","Caulfield North","u","Abercromby's",3161,2,1,1,934,68,2012,-37.8607,145.0116,580000
"261","Caulfield North","u","Gary",3161,2,1,1,0,67,2011,-37.8609,145.0126,550000
"262","Caulfield North","u","Gary",3161,2,1,1,1092,63,2014,-37.8647,145.0232,450000
"263","Caulfield North","u","Gary",3161,2,1,1,0,56,2012,-37.861,145.0136,420000
"264","Caulfield North","u","hockingstuart",3161,1,1,1,0,53.3,1960,-37.8681,145.02576,350000
"265","Caulfield North","u","hockingstuart",3161,1,1,1,60,53,1975,-37.87972,145.03351,361000
"266","Caulfield North","u","hockingstuart",3161,1,1,1,952,43,1970,-37.8744,145.0371,290000
"267","Caulfield North","u","Gary",3161,1,1,1,750,43,1965,-37.8678,145.0197,305000
"268","Chadstone","h","McGrath",3148,4,2,2,500,277,2001,-37.8845,145.1027,1260000
"269","Chadstone","t","Buxton",3148,4,3,2,273,182,2012,-37.8742,145.105,965000
"270","Chadstone","h","hockingstuart",3148,3,2,1,1033,164,1950,-37.8738,145.1095,1415500
"271","Chadstone","t","Buxton",3148,4,3,2,209,160,2016,-37.8805,145.105,1042500
"272","Chadstone","t","Buxton",3148,5,2,2,276,159,2011,-37.87883,145.09741,1050000
"273","Chadstone","h","Purplebricks",3148,4,3,2,288,158,2014,-37.8801,145.1051,890000
"274","Chadstone","u","Jellis",3148,3,2,2,382,151,2000,-37.88304,145.0969,960000
"275","Chadstone","t","Buxton",3148,3,2,2,277,143,2010,-37.8796,145.1044,865000
"276","Chadstone","t","Ray",3148,3,2,1,188,137,2014,-37.8781,145.0955,881000
"277","Chadstone","t","Buxton",3148,3,1,2,418,132,1955,-37.886,145.096,905000
"278","Chadstone","h","Woodards",3148,4,2,1,402,131,1960,-37.88658,145.09297,995000
"279","Chadstone","t","Ray",3148,3,2,1,0,127,2011,-37.88289,145.09871,930000
"280","Chadstone","u","Buxton",3148,3,2,2,286,124,2008,-37.8755,145.0954,988000
"281","Chadstone","t","hockingstuart",3148,3,2,2,213,115,2012,-37.8827,145.0942,820000
"282","Chadstone","t","Woodards",3148,3,2,1,255,115,2000,-37.88267,145.10823,765000
"283","Chadstone","u","Ray",3148,3,2,2,235,112,2000,-37.8856,145.0934,701000
"284","Chadstone","t","Buxton",3148,3,2,1,177,111,2012,-37.8824,145.1042,845000
"285","Chadstone","h","Thomson",3148,3,1,2,630,105,1960,-37.8838,145.102,1e+06
"286","Chadstone","h","hockingstuart",3148,3,2,2,160,101,2000,-37.8859,145.0934,650000
"287","Chadstone","h","McGrath",3148,4,1,1,737,101,1960,-37.8744,145.0995,1150000
"288","Chadstone","h","Ray",3148,2,1,1,585,97,1950,-37.8792,145.0948,1002000
"289","Chadstone","u","Bekdon",3148,2,2,1,224,94,2006,-37.8738,145.1054,7e+05
"290","Chadstone","h","Buxton",3148,2,1,1,218,94,1980,-37.88093,145.10574,674000
"291","Chadstone","h","Buxton",3148,3,1,2,620,88,1970,-37.8812,145.105,1301000
"292","Chadstone","h","Buxton",3148,3,1,1,332,86,1950,-37.8794,145.10616,882000
"293","Chadstone","h","McGrath",3148,3,1,2,690,85,1960,-37.87456,145.1027,1300000
"294","Chadstone","h","Woodards",3148,2,1,2,897,66,1970,-37.88321,145.09594,510000
"295","Clayton","h","Nelson",3168,3,1,1,270,218,1970,-37.92624,145.1321,729500
"296","Clayton","h","Darras",3168,3,2,1,740,186,1950,-37.9112,145.12778,1870000
"297","Clayton","h","Ray",3168,3,2,2,257,146,2000,-37.91737,145.11569,8e+05
